X,Y,Z,formation
425470.9111,5882672.1926,-496.6019,02_Marchlyn_Fm
425473.0964,5882670.7185,-521.4626,02_Marchlyn_Fm
425475.2817,5882669.2445,-546.3232,02_Marchlyn_Fm
425477.3419,5882667.8549,-571.1994,02_Marchlyn_Fm
425479.3948,5882666.4702,-596.0764,02_Marchlyn_Fm
425479.7186,5882666.2518,-600.0000,02_Marchlyn_Fm
423528.5441,5883982.3357,332.2932,02_Marchlyn_Fm
423548.7383,5883968.7145,326.6696,02_Marchlyn_Fm
423568.8103,5883955.1758,320.4486,02_Marchlyn_Fm
423588.6860,5883941.7694,313.3618,02_Marchlyn_Fm
423608.4478,5883928.4399,305.8265,02_Marchlyn_Fm
423628.1640,5883915.1412,298.1190,02_Marchlyn_Fm
423647.8543,5883901.8599,290.3152,02_Marchlyn_Fm
423667.4213,5883888.6618,282.0747,02_Marchlyn_Fm
423686.7455,5883875.6274,273.0406,02_Marchlyn_Fm
423706.0095,5883862.6337,263.8184,02_Marchlyn_Fm
423725.2370,5883849.6646,254.4854,02_Marchlyn_Fm
423744.6437,5883836.5746,245.7131,02_Marchlyn_Fm
423764.2307,5883823.3630,237.5716,02_Marchlyn_Fm
423784.1975,5883809.8953,230.8861,02_Marchlyn_Fm
423804.3320,5883796.3144,224.9620,02_Marchlyn_Fm
423824.4159,5883782.7676,218.7925,02_Marchlyn_Fm
423844.9283,5883768.9318,215.7750,02_Marchlyn_Fm
423865.5610,5883755.0148,217.7024,02_Marchlyn_Fm
423885.8047,5883741.3603,222.8886,02_Marchlyn_Fm
423905.2704,5883728.2305,231.2837,02_Marchlyn_Fm
423924.2415,5883715.4343,241.3484,02_Marchlyn_Fm
423942.4042,5883703.1835,253.3914,02_Marchlyn_Fm
423960.5677,5883690.9320,265.4325,02_Marchlyn_Fm
423978.7330,5883678.6794,277.4698,02_Marchlyn_Fm
423997.0864,5883666.2999,289.0801,02_Marchlyn_Fm
424015.5268,5883653.8617,300.4925,02_Marchlyn_Fm
424033.9820,5883641.4135,311.8698,02_Marchlyn_Fm
424052.5101,5883628.9161,323.0735,02_Marchlyn_Fm
424071.1087,5883616.3712,334.1056,02_Marchlyn_Fm
424089.7468,5883603.7997,345.0405,02_Marchlyn_Fm
424108.4356,5883591.1939,355.8491,02_Marchlyn_Fm
424127.2070,5883578.5324,366.4464,02_Marchlyn_Fm
424146.0640,5883565.8132,376.8190,02_Marchlyn_Fm
424165.0909,5883552.9794,386.7302,02_Marchlyn_Fm
424184.2606,5883540.0493,396.2340,02_Marchlyn_Fm
424203.5154,5883527.0617,405.4839,02_Marchlyn_Fm
424222.8454,5883514.0235,414.5032,02_Marchlyn_Fm
424242.2451,5883500.9382,423.3016,02_Marchlyn_Fm
424261.6969,5883487.8178,431.9316,02_Marchlyn_Fm
424281.1714,5883474.6821,440.4873,02_Marchlyn_Fm
424300.6361,5883461.5530,449.0750,02_Marchlyn_Fm
424302.8504,5883460.0595,450.0551,02_Marchlyn_Fm
422202.2105,5884876.9590,380.2412,02_Marchlyn_Fm
422222.6879,5884863.1468,376.3809,02_Marchlyn_Fm
422242.9609,5884849.4724,371.2434,02_Marchlyn_Fm
422263.1589,5884835.8487,365.6367,02_Marchlyn_Fm
422282.9793,5884822.4797,358.3671,02_Marchlyn_Fm
422302.6390,5884809.2191,350.5130,02_Marchlyn_Fm
422321.2478,5884796.6673,339.5054,02_Marchlyn_Fm
422339.8565,5884784.1155,328.4978,02_Marchlyn_Fm
422358.4653,5884771.5637,317.4902,02_Marchlyn_Fm
422377.0741,5884759.0120,306.4827,02_Marchlyn_Fm
422395.6828,5884746.4602,295.4751,02_Marchlyn_Fm
422414.2916,5884733.9084,284.4675,02_Marchlyn_Fm
422432.9004,5884721.3567,273.4600,02_Marchlyn_Fm
422451.1843,5884709.0240,261.7050,02_Marchlyn_Fm
422469.2736,5884696.8226,249.5025,02_Marchlyn_Fm
422487.3629,5884684.6212,237.2999,02_Marchlyn_Fm
422505.4522,5884672.4198,225.0973,02_Marchlyn_Fm
422523.5415,5884660.2184,212.8947,02_Marchlyn_Fm
422541.6308,5884648.0170,200.6922,02_Marchlyn_Fm
422559.7202,5884635.8156,188.4896,02_Marchlyn_Fm
422577.8095,5884623.6142,176.2870,02_Marchlyn_Fm
422595.8988,5884611.4128,164.0845,02_Marchlyn_Fm
422614.0200,5884599.1899,151.9537,02_Marchlyn_Fm
422632.4536,5884586.7563,140.5253,02_Marchlyn_Fm
422650.8873,5884574.3227,129.0970,02_Marchlyn_Fm
422669.3209,5884561.8890,117.6687,02_Marchlyn_Fm
422687.7545,5884549.4554,106.2404,02_Marchlyn_Fm
422706.1881,5884537.0217,94.8121,02_Marchlyn_Fm
422724.6217,5884524.5881,83.3838,02_Marchlyn_Fm
422743.0554,5884512.1545,71.9555,02_Marchlyn_Fm
422761.4890,5884499.7208,60.5272,02_Marchlyn_Fm
422780.3585,5884486.9932,50.2233,02_Marchlyn_Fm
422799.4487,5884474.1167,40.4888,02_Marchlyn_Fm
422818.5388,5884461.2402,30.7542,02_Marchlyn_Fm
422837.6290,5884448.3637,21.0197,02_Marchlyn_Fm
422856.8475,5884435.4007,11.6784,02_Marchlyn_Fm
422876.3179,5884422.2678,3.1093,02_Marchlyn_Fm
422895.7882,5884409.1348,-5.4599,02_Marchlyn_Fm
422915.2586,5884396.0019,-14.0290,02_Marchlyn_Fm
422935.0248,5884382.6695,-21.4525,02_Marchlyn_Fm
422955.0864,5884369.1378,-27.7314,02_Marchlyn_Fm
422975.1480,5884355.6060,-34.0103,02_Marchlyn_Fm
422995.2096,5884342.0743,-40.2892,02_Marchlyn_Fm
423015.6628,5884328.2784,-44.2620,02_Marchlyn_Fm
423036.1553,5884314.4561,-48.0039,02_Marchlyn_Fm
423056.6477,5884300.6337,-51.7459,02_Marchlyn_Fm
423077.3174,5884286.6919,-53.3920,02_Marchlyn_Fm
423098.0142,5884272.7317,-54.7184,02_Marchlyn_Fm
423118.7109,5884258.7716,-56.0449,02_Marchlyn_Fm
423139.3646,5884244.8405,-54.0992,02_Marchlyn_Fm
423160.0161,5884230.9109,-51.9813,02_Marchlyn_Fm
423180.4743,5884217.1117,-48.4810,02_Marchlyn_Fm
423200.5596,5884203.5640,-42.3134,02_Marchlyn_Fm
423220.0490,5884190.4182,-34.0325,02_Marchlyn_Fm
423239.0865,5884177.5773,-24.1490,02_Marchlyn_Fm
423256.5824,5884165.7761,-10.8099,02_Marchlyn_Fm
423273.2337,5884154.5447,3.9109,02_Marchlyn_Fm
423287.9048,5884144.6489,21.5697,02_Marchlyn_Fm
423301.7030,5884135.3419,40.1285,02_Marchlyn_Fm
423313.8827,5884127.1266,60.3563,02_Marchlyn_Fm
423325.2856,5884119.4352,81.1782,02_Marchlyn_Fm
423335.2589,5884112.7082,103.0935,02_Marchlyn_Fm
423343.8637,5884106.9041,125.7886,02_Marchlyn_Fm
423349.5343,5884103.0792,149.7597,02_Marchlyn_Fm
423351.0322,5884102.0689,174.6150,02_Marchlyn_Fm
423348.1503,5884104.0128,199.2787,02_Marchlyn_Fm
423344.3686,5884106.5636,223.8590,02_Marchlyn_Fm
423338.6490,5884110.4215,247.8350,02_Marchlyn_Fm
423332.0798,5884114.8525,271.5460,02_Marchlyn_Fm
423325.3903,5884119.3646,295.2049,02_Marchlyn_Fm
423317.9646,5884124.3733,318.5453,02_Marchlyn_Fm
423310.5389,5884129.3820,341.8857,02_Marchlyn_Fm
423302.5711,5884134.7563,364.9501,02_Marchlyn_Fm
423293.8925,5884140.6101,387.6529,02_Marchlyn_Fm
423285.2138,5884146.4640,410.3556,02_Marchlyn_Fm
423276.5352,5884152.3178,433.0583,02_Marchlyn_Fm
423267.3467,5884158.5155,455.4633,02_Marchlyn_Fm
423257.9633,5884164.8447,477.7544,02_Marchlyn_Fm
423248.5799,5884171.1739,500.0455,02_Marchlyn_Fm
423239.1965,5884177.5031,522.3366,02_Marchlyn_Fm
423230.8407,5884183.1391,545.2029,02_Marchlyn_Fm
423222.7870,5884188.5714,568.2382,02_Marchlyn_Fm
423214.7332,5884194.0038,591.2735,02_Marchlyn_Fm
423208.2467,5884198.3789,614.9731,02_Marchlyn_Fm
423203.7387,5884201.4196,639.3401,02_Marchlyn_Fm
423204.7499,5884200.7376,663.9542,02_Marchlyn_Fm
423218.2514,5884191.6307,682.0068,02_Marchlyn_Fm
423237.1468,5884178.8856,691.9181,02_Marchlyn_Fm
423257.5350,5884165.1336,694.7218,02_Marchlyn_Fm
423277.9946,5884151.3334,691.7340,02_Marchlyn_Fm
423298.1070,5884137.7674,685.7320,02_Marchlyn_Fm
423318.0104,5884124.3424,678.7589,02_Marchlyn_Fm
423337.7184,5884111.0492,671.0223,02_Marchlyn_Fm
423357.3291,5884097.8216,662.9487,02_Marchlyn_Fm
423376.7082,5884084.7503,654.0835,02_Marchlyn_Fm
423396.0872,5884071.6789,645.2183,02_Marchlyn_Fm
423415.3019,5884058.7184,635.8493,02_Marchlyn_Fm
423434.4922,5884045.7745,626.4054,02_Marchlyn_Fm
423453.6824,5884032.8305,616.9614,02_Marchlyn_Fm
423459.1678,5884029.1305,614.2619,02_Marchlyn_Fm
422549.1024,5884642.9774,-121.8870,03_Bronllwyd_Grit_Fm
422568.6661,5884629.7816,-130.1414,03_Bronllwyd_Grit_Fm
422588.2297,5884616.5857,-138.3957,03_Bronllwyd_Grit_Fm
422607.7933,5884603.3899,-146.6501,03_Bronllwyd_Grit_Fm
422627.3591,5884590.1926,-154.8968,03_Bronllwyd_Grit_Fm
422647.1233,5884576.8615,-162.4236,03_Bronllwyd_Grit_Fm
422666.8876,5884563.5303,-169.9505,03_Bronllwyd_Grit_Fm
422686.7670,5884550.1215,-177.0026,03_Bronllwyd_Grit_Fm
422706.7794,5884536.6230,-183.5059,03_Bronllwyd_Grit_Fm
422726.8869,5884523.0602,-189.5260,03_Bronllwyd_Grit_Fm
422747.1858,5884509.3685,-194.5749,03_Bronllwyd_Grit_Fm
422767.4847,5884495.6767,-199.6238,03_Bronllwyd_Grit_Fm
422787.7835,5884481.9849,-204.6728,03_Bronllwyd_Grit_Fm
422808.0976,5884468.2829,-209.6221,03_Bronllwyd_Grit_Fm
422828.5549,5884454.4843,-213.6343,03_Bronllwyd_Grit_Fm
422849.0122,5884440.6857,-217.6465,03_Bronllwyd_Grit_Fm
422869.4695,5884426.8871,-221.6587,03_Bronllwyd_Grit_Fm
422889.9268,5884413.0885,-225.6709,03_Bronllwyd_Grit_Fm
422910.4264,5884399.2613,-229.3342,03_Bronllwyd_Grit_Fm
422930.9789,5884385.3985,-232.5617,03_Bronllwyd_Grit_Fm
422951.5314,5884371.5356,-235.7891,03_Bronllwyd_Grit_Fm
422972.0839,5884357.6728,-239.0165,03_Bronllwyd_Grit_Fm
422992.6396,5884343.8078,-242.2099,03_Bronllwyd_Grit_Fm
423013.2686,5884329.8934,-244.6257,03_Bronllwyd_Grit_Fm
423033.8975,5884315.9790,-247.0415,03_Bronllwyd_Grit_Fm
423054.5265,5884302.0646,-249.4573,03_Bronllwyd_Grit_Fm
423075.1917,5884288.1257,-251.3235,03_Bronllwyd_Grit_Fm
423095.8775,5884274.1729,-252.8786,03_Bronllwyd_Grit_Fm
423116.5633,5884260.2202,-254.4336,03_Bronllwyd_Grit_Fm
423137.2639,5884246.2574,-255.5472,03_Bronllwyd_Grit_Fm
423157.9862,5884232.2801,-256.0157,03_Bronllwyd_Grit_Fm
423178.7085,5884218.3027,-256.4843,03_Bronllwyd_Grit_Fm
423199.4302,5884204.3257,-256.4453,03_Bronllwyd_Grit_Fm
423220.1513,5884190.3492,-255.9043,03_Bronllwyd_Grit_Fm
423240.8403,5884176.3943,-254.5341,03_Bronllwyd_Grit_Fm
423261.5132,5884162.4502,-252.7465,03_Bronllwyd_Grit_Fm
423281.9975,5884148.6334,-248.9408,03_Bronllwyd_Grit_Fm
423302.3833,5884134.8830,-244.5184,03_Bronllwyd_Grit_Fm
423322.5711,5884121.2661,-238.8586,03_Bronllwyd_Grit_Fm
423342.5412,5884107.7962,-232.2372,03_Bronllwyd_Grit_Fm
423362.3103,5884094.4618,-224.7290,03_Bronllwyd_Grit_Fm
423381.5132,5884081.5092,-215.4136,03_Bronllwyd_Grit_Fm
423400.4576,5884068.7311,-205.2731,03_Bronllwyd_Grit_Fm
423418.2284,5884056.7445,-192.4357,03_Bronllwyd_Grit_Fm
423435.2703,5884045.2496,-178.2894,03_Bronllwyd_Grit_Fm
423451.4894,5884034.3097,-162.7247,03_Bronllwyd_Grit_Fm
423466.3335,5884024.2972,-145.2841,03_Bronllwyd_Grit_Fm
423480.5885,5884014.6821,-127.1794,03_Bronllwyd_Grit_Fm
423493.7585,5884005.7988,-107.8755,03_Bronllwyd_Grit_Fm
423506.6876,5883997.0781,-88.3504,03_Bronllwyd_Grit_Fm
423518.6175,5883989.0312,-67.9072,03_Bronllwyd_Grit_Fm
423530.5475,5883980.9843,-47.4640,03_Bronllwyd_Grit_Fm
423542.3961,5883972.9923,-26.9546,03_Bronllwyd_Grit_Fm
423553.6397,5883965.4084,-5.9530,03_Bronllwyd_Grit_Fm
423564.8833,5883957.8246,15.0486,03_Bronllwyd_Grit_Fm
423576.1269,5883950.2407,36.0501,03_Bronllwyd_Grit_Fm
423587.3704,5883942.6568,57.0517,03_Bronllwyd_Grit_Fm
423593.7518,5883938.3525,68.9713,03_Bronllwyd_Grit_Fm
421538.3468,5885324.7407,1200.0000,04_Llanberis_Slates_Fm
421538.7259,5885324.4849,1175.0079,04_Llanberis_Slates_Fm
421539.4461,5885323.9992,1150.0230,04_Llanberis_Slates_Fm
421540.1663,5885323.5134,1125.0381,04_Llanberis_Slates_Fm
421540.8864,5885323.0277,1100.0532,04_Llanberis_Slates_Fm
421542.4049,5885322.0034,1075.1369,04_Llanberis_Slates_Fm
421544.6270,5885320.5046,1050.2810,04_Llanberis_Slates_Fm
421546.8492,5885319.0057,1025.4251,04_Llanberis_Slates_Fm
421549.0713,5885317.5069,1000.5692,04_Llanberis_Slates_Fm
421551.2934,5885316.0081,975.7133,04_Llanberis_Slates_Fm
421553.5155,5885314.5092,950.8574,04_Llanberis_Slates_Fm
421555.7377,5885313.0104,926.0015,04_Llanberis_Slates_Fm
421557.9598,5885311.5115,901.1456,04_Llanberis_Slates_Fm
421560.4760,5885309.8143,876.3328,04_Llanberis_Slates_Fm
421563.2515,5885307.9423,851.5580,04_Llanberis_Slates_Fm
421566.0269,5885306.0702,826.7831,04_Llanberis_Slates_Fm
421568.8023,5885304.1981,802.0083,04_Llanberis_Slates_Fm
421572.4113,5885301.7639,777.4086,04_Llanberis_Slates_Fm
421576.7435,5885298.8418,752.9608,04_Llanberis_Slates_Fm
421581.0756,5885295.9197,728.5130,04_Llanberis_Slates_Fm
421585.4078,5885292.9976,704.0653,04_Llanberis_Slates_Fm
421590.4259,5885289.6129,679.8221,04_Llanberis_Slates_Fm
421596.0389,5885285.8268,655.7563,04_Llanberis_Slates_Fm
421601.6519,5885282.0408,631.6906,04_Llanberis_Slates_Fm
421607.2649,5885278.2548,607.6248,04_Llanberis_Slates_Fm
421614.8216,5885273.1578,584.4628,04_Llanberis_Slates_Fm
421624.0522,5885266.9317,562.0790,04_Llanberis_Slates_Fm
421633.2827,5885260.7056,539.6953,04_Llanberis_Slates_Fm
421642.5132,5885254.4795,517.3115,04_Llanberis_Slates_Fm
421657.0926,5885244.6456,501.5531,04_Llanberis_Slates_Fm
421675.8880,5885231.9680,491.0170,04_Llanberis_Slates_Fm
421694.6834,5885219.2903,480.4809,04_Llanberis_Slates_Fm
421713.4788,5885206.6126,469.9448,04_Llanberis_Slates_Fm
421733.3070,5885193.2384,463.2843,04_Llanberis_Slates_Fm
421753.6717,5885179.5022,458.6373,04_Llanberis_Slates_Fm
421774.0365,5885165.7660,453.9904,04_Llanberis_Slates_Fm
421794.4012,5885152.0298,449.3435,04_Llanberis_Slates_Fm
421814.9272,5885138.1848,446.0107,04_Llanberis_Slates_Fm
421835.5348,5885124.2848,443.3433,04_Llanberis_Slates_Fm
421856.1424,5885110.3848,440.6759,04_Llanberis_Slates_Fm
421876.7501,5885096.4848,438.0085,04_Llanberis_Slates_Fm
421897.0030,5885082.8240,432.9800,04_Llanberis_Slates_Fm
421917.0764,5885069.2843,426.7562,04_Llanberis_Slates_Fm
421937.1498,5885055.7446,420.5323,04_Llanberis_Slates_Fm
421957.2232,5885042.2050,414.3084,04_Llanberis_Slates_Fm
421976.8447,5885028.9701,406.3548,04_Llanberis_Slates_Fm
421996.2503,5885015.8809,397.5742,04_Llanberis_Slates_Fm
422015.6558,5885002.7917,388.7936,04_Llanberis_Slates_Fm
422035.0613,5884989.7025,380.0130,04_Llanberis_Slates_Fm
422051.3596,5884978.7092,365.2847,04_Llanberis_Slates_Fm
422066.3005,5884968.6314,347.9582,04_Llanberis_Slates_Fm
422081.2414,5884958.5537,330.6317,04_Llanberis_Slates_Fm
422096.1823,5884948.4759,313.3051,04_Llanberis_Slates_Fm
422110.8406,5884938.5887,295.6338,04_Llanberis_Slates_Fm
422125.3755,5884928.7848,277.8119,04_Llanberis_Slates_Fm
422139.9104,5884918.9809,259.9900,04_Llanberis_Slates_Fm
422154.4453,5884909.1770,242.1681,04_Llanberis_Slates_Fm
422167.2390,5884900.5475,222.5816,04_Llanberis_Slates_Fm
422179.2883,5884892.4201,202.2404,04_Llanberis_Slates_Fm
422191.3376,5884884.2928,181.8993,04_Llanberis_Slates_Fm
422203.3869,5884876.1655,161.5582,04_Llanberis_Slates_Fm
422215.4464,5884868.0312,141.2259,04_Llanberis_Slates_Fm
422227.5103,5884859.8940,120.8974,04_Llanberis_Slates_Fm
422239.5743,5884851.7568,100.5689,04_Llanberis_Slates_Fm
422251.6382,5884843.6196,80.2405,04_Llanberis_Slates_Fm
422264.0541,5884835.2449,60.2257,04_Llanberis_Slates_Fm
422276.6204,5884826.7688,40.3450,04_Llanberis_Slates_Fm
422289.1868,5884818.2927,20.4643,04_Llanberis_Slates_Fm
422301.7532,5884809.8165,0.5836,04_Llanberis_Slates_Fm
422314.6235,5884801.1354,-19.0098,04_Llanberis_Slates_Fm
422327.6237,5884792.3667,-38.4804,04_Llanberis_Slates_Fm
422340.6239,5884783.5979,-57.9509,04_Llanberis_Slates_Fm
422353.6241,5884774.8292,-77.4215,04_Llanberis_Slates_Fm
422368.2195,5884764.9844,-95.0887,04_Llanberis_Slates_Fm
422383.4862,5884754.6869,-111.9970,04_Llanberis_Slates_Fm
422398.7529,5884744.3894,-128.9053,04_Llanberis_Slates_Fm
422414.0195,5884734.0919,-145.8136,04_Llanberis_Slates_Fm
422431.0670,5884722.5933,-159.8425,04_Llanberis_Slates_Fm
422448.8532,5884710.5964,-172.6771,04_Llanberis_Slates_Fm
422466.6393,5884698.5995,-185.5118,04_Llanberis_Slates_Fm
422484.4254,5884686.6026,-198.3465,04_Llanberis_Slates_Fm
422503.3106,5884673.8644,-208.4705,04_Llanberis_Slates_Fm
422522.6293,5884660.8337,-217.5251,04_Llanberis_Slates_Fm
422541.9481,5884647.8030,-226.5797,04_Llanberis_Slates_Fm
422561.2669,5884634.7723,-235.6344,04_Llanberis_Slates_Fm
422580.9327,5884621.5076,-243.4876,04_Llanberis_Slates_Fm
422600.7335,5884608.1518,-250.8735,04_Llanberis_Slates_Fm
422620.5343,5884594.7960,-258.2594,04_Llanberis_Slates_Fm
422640.3350,5884581.4402,-265.6454,04_Llanberis_Slates_Fm
422645.8628,5884577.7117,-267.7073,04_Llanberis_Slates_Fm
426747.4565,5884439.3922,-351.3721,02_Marchlyn_Fm
426744.4329,5884441.4317,-326.6395,02_Marchlyn_Fm
426741.4092,5884443.4711,-301.9070,02_Marchlyn_Fm
426738.3856,5884445.5106,-277.1745,02_Marchlyn_Fm
426735.3620,5884447.5501,-252.4419,02_Marchlyn_Fm
426732.3384,5884449.5895,-227.7094,02_Marchlyn_Fm
426729.1844,5884451.7169,-203.0038,02_Marchlyn_Fm
426725.2244,5884454.3880,-178.4643,02_Marchlyn_Fm
426721.2644,5884457.0590,-153.9249,02_Marchlyn_Fm
426717.3044,5884459.7301,-129.3854,02_Marchlyn_Fm
426713.3087,5884462.4252,-104.8547,02_Marchlyn_Fm
426709.0921,5884465.2694,-80.3775,02_Marchlyn_Fm
426704.8754,5884468.1135,-55.9004,02_Marchlyn_Fm
426700.6588,5884470.9576,-31.4232,02_Marchlyn_Fm
426696.5107,5884473.7556,-6.9293,02_Marchlyn_Fm
426692.4731,5884476.4790,17.5918,02_Marchlyn_Fm
426688.4355,5884479.2024,42.1128,02_Marchlyn_Fm
426684.3979,5884481.9258,66.6338,02_Marchlyn_Fm
426680.3725,5884484.6409,91.1577,02_Marchlyn_Fm
426676.3716,5884487.3396,115.6875,02_Marchlyn_Fm
426672.3707,5884490.0382,140.2173,02_Marchlyn_Fm
426668.3698,5884492.7369,164.7471,02_Marchlyn_Fm
426664.3689,5884495.4355,189.2769,02_Marchlyn_Fm
426660.4589,5884498.0729,213.8278,02_Marchlyn_Fm
426656.6086,5884500.6699,238.3926,02_Marchlyn_Fm
426652.7583,5884503.2669,262.9575,02_Marchlyn_Fm
426648.9081,5884505.8640,287.5223,02_Marchlyn_Fm
426645.1978,5884508.3666,312.1149,02_Marchlyn_Fm
426642.3216,5884510.3066,336.8730,02_Marchlyn_Fm
426639.4454,5884512.2466,361.6311,02_Marchlyn_Fm
426636.5693,5884514.1866,386.3892,02_Marchlyn_Fm
426633.5442,5884516.2270,411.1175,02_Marchlyn_Fm
426629.6321,5884518.8658,435.6681,02_Marchlyn_Fm
426625.7199,5884521.5046,460.2187,02_Marchlyn_Fm
426621.8078,5884524.1434,484.7693,02_Marchlyn_Fm
426617.6987,5884526.9150,509.2659,02_Marchlyn_Fm
426612.4239,5884530.4729,533.4427,02_Marchlyn_Fm
426607.1491,5884534.0308,557.6195,02_Marchlyn_Fm
426601.8743,5884537.5887,581.7963,02_Marchlyn_Fm
426596.3671,5884541.3033,605.8874,02_Marchlyn_Fm
426589.5283,5884545.9161,629.4872,02_Marchlyn_Fm
426582.6896,5884550.5289,653.0871,02_Marchlyn_Fm
426575.8508,5884555.1417,676.6870,02_Marchlyn_Fm
426568.8037,5884559.8950,700.1888,02_Marchlyn_Fm
426560.5904,5884565.4350,723.1421,02_Marchlyn_Fm
426552.3772,5884570.9749,746.0953,02_Marchlyn_Fm
426544.1639,5884576.5148,769.0485,02_Marchlyn_Fm
426535.7177,5884582.2118,791.8667,02_Marchlyn_Fm
426525.9831,5884588.7779,813.9376,02_Marchlyn_Fm
426516.2485,5884595.3440,836.0085,02_Marchlyn_Fm
426506.5139,5884601.9100,858.0794,02_Marchlyn_Fm
426496.2200,5884608.8534,879.6956,02_Marchlyn_Fm
426482.9144,5884617.8281,898.8637,02_Marchlyn_Fm
426469.6089,5884626.8028,918.0319,02_Marchlyn_Fm
426456.3034,5884635.7775,937.2000,02_Marchlyn_Fm
426442.7067,5884644.9486,956.0373,02_Marchlyn_Fm
426427.6369,5884655.1133,973.2006,02_Marchlyn_Fm
426412.5671,5884665.2779,990.3640,02_Marchlyn_Fm
426397.4974,5884675.4426,1007.5274,02_Marchlyn_Fm
426382.1644,5884685.7848,1024.3121,02_Marchlyn_Fm
426365.5233,5884697.0094,1039.2145,02_Marchlyn_Fm
426348.8822,5884708.2340,1054.1169,02_Marchlyn_Fm
426332.2410,5884719.4586,1069.0193,02_Marchlyn_Fm
426315.3112,5884730.8779,1083.3691,02_Marchlyn_Fm
426296.9834,5884743.2401,1095.0423,02_Marchlyn_Fm
426278.6556,5884755.6024,1106.7156,02_Marchlyn_Fm
426260.3278,5884767.9647,1118.3889,02_Marchlyn_Fm
426241.7100,5884780.5225,1129.1840,02_Marchlyn_Fm
426221.7477,5884793.9873,1135.9075,02_Marchlyn_Fm
426201.7853,5884807.4521,1142.6310,02_Marchlyn_Fm
426181.8230,5884820.9168,1149.3545,02_Marchlyn_Fm
426161.7589,5884834.4502,1153.8813,02_Marchlyn_Fm
426141.2998,5884848.2500,1149.8822,02_Marchlyn_Fm
426120.8408,5884862.0498,1145.8832,02_Marchlyn_Fm
426100.3817,5884875.8497,1141.8841,02_Marchlyn_Fm
426080.5334,5884889.2375,1135.7641,02_Marchlyn_Fm
426062.4242,5884901.4523,1123.6046,02_Marchlyn_Fm
426044.3150,5884913.6672,1111.4451,02_Marchlyn_Fm
426026.2057,5884925.8820,1099.2856,02_Marchlyn_Fm
426008.6212,5884937.7429,1086.1861,02_Marchlyn_Fm
425992.4685,5884948.6380,1070.5212,02_Marchlyn_Fm
425976.3159,5884959.5331,1054.8563,02_Marchlyn_Fm
425960.1632,5884970.4282,1039.1914,02_Marchlyn_Fm
425944.5869,5884980.9346,1022.7814,02_Marchlyn_Fm
425930.5121,5884990.4282,1004.4300,02_Marchlyn_Fm
425916.4373,5884999.9217,986.0787,02_Marchlyn_Fm
425902.3625,5885009.4153,967.7273,02_Marchlyn_Fm
425887.3258,5885019.5577,950.7664,02_Marchlyn_Fm
425869.8381,5885031.3533,937.3482,02_Marchlyn_Fm
425852.3505,5885043.1488,923.9300,02_Marchlyn_Fm
425834.8629,5885054.9444,910.5118,02_Marchlyn_Fm
425816.5193,5885067.3173,899.6351,02_Marchlyn_Fm
425796.2283,5885081.0037,894.5402,02_Marchlyn_Fm
425775.9373,5885094.6902,889.4453,02_Marchlyn_Fm
425755.6464,5885108.3766,884.3504,02_Marchlyn_Fm
425735.2910,5885122.1065,882.2536,02_Marchlyn_Fm
425714.8085,5885135.9221,886.0738,02_Marchlyn_Fm
425694.3259,5885149.7377,889.8941,02_Marchlyn_Fm
425673.8434,5885163.5534,893.7144,02_Marchlyn_Fm
425654.9432,5885176.3017,901.8282,02_Marchlyn_Fm
425638.8686,5885187.1442,917.6095,02_Marchlyn_Fm
425622.7940,5885197.9866,933.3908,02_Marchlyn_Fm
425606.7195,5885208.8291,949.1721,02_Marchlyn_Fm
425590.8335,5885219.5443,965.2237,02_Marchlyn_Fm
425575.1954,5885230.0923,981.6308,02_Marchlyn_Fm
425559.5574,5885240.6403,998.0378,02_Marchlyn_Fm
425543.9193,5885251.1883,1014.4449,02_Marchlyn_Fm
425528.2227,5885261.7758,1030.7700,02_Marchlyn_Fm
425512.4562,5885272.4104,1046.9971,02_Marchlyn_Fm
425496.6896,5885283.0451,1063.2242,02_Marchlyn_Fm
425480.9230,5885293.6798,1079.4513,02_Marchlyn_Fm
425464.4738,5885304.7750,1094.5884,02_Marchlyn_Fm
425447.2248,5885316.4095,1108.4489,02_Marchlyn_Fm
425429.9759,5885328.0441,1122.3094,02_Marchlyn_Fm
425412.7270,5885339.6786,1136.1698,02_Marchlyn_Fm
425394.3502,5885352.0739,1139.5647,02_Marchlyn_Fm
425374.7367,5885365.3034,1131.4844,02_Marchlyn_Fm
425355.1232,5885378.5328,1123.4040,02_Marchlyn_Fm
425335.5098,5885391.7623,1115.3237,02_Marchlyn_Fm
425323.9142,5885399.5836,1094.9607,02_Marchlyn_Fm
425312.8016,5885407.0792,1073.8579,02_Marchlyn_Fm
425301.6889,5885414.5748,1052.7552,02_Marchlyn_Fm
425290.5763,5885422.0703,1031.6525,02_Marchlyn_Fm
425274.4858,5885432.9235,1015.9948,02_Marchlyn_Fm
425258.1572,5885443.9373,1000.5977,02_Marchlyn_Fm
425241.8285,5885454.9511,985.2006,02_Marchlyn_Fm
425225.4999,5885465.9649,969.8034,02_Marchlyn_Fm
425207.5061,5885478.1019,957.4132,02_Marchlyn_Fm
425189.4615,5885490.2731,945.1147,02_Marchlyn_Fm
425171.4169,5885502.4443,932.8162,02_Marchlyn_Fm
425153.3723,5885514.6156,920.5177,02_Marchlyn_Fm
